Record_ID,Name,Name_Variant,Company_Name,Company_Name_Variant,Match_Label,full_ratio,partial_ratio,token_sort_ratio,token_set_ratio,trigram
1872,Latoya Manning,L@t0y@ M@nning,"Love, Harrington and Savage","Lov3, Harrington and Savag3",Slight Variation,71,71,59,59,0.261
1873,Pam Ibarra,P@m Ib@rr@,"Alvarez, Thomas and Buchanan","Alvar3z, Thomas and Buchanan",Slight Variation,70,70,42,42,0.167
1874,Christine Peterson,Christine Peters0n,Johnson Inc,Johnson Inc,Slight Variation,94,94,94,94,0.727
1875,Hailey Mckenzie,H@iley Mckenzie,Knight Group,Knight Group,Slight Variation,93,93,93,93,0.684
1876,Amy Nguyen,Amy Nguyen,"Clark, Smith and Wolfe","Clark, Smith and Wolf3",Slight Variation,100,100,100,100,1.0
1877,Brian Newman,Bri@n Newm@n,"Perry, Butler and Jacobs","P3rry, Butl3r and Jacobs",Slight Variation,83,83,75,82,0.467
1878,Jennifer Grant,Jennifer Gr@nt,Lowe-Keller,Low3-K3ll3r,Slight Variation,93,93,79,93,0.667
1879,Danielle Blackburn,D@nielle Bl@ckburn,"Villanueva, Hale and Evans","Villanu3va, Hal3 and Evans",Slight Variation,89,89,89,89,0.52
1880,Curtis Martinez,Curtis M@rtinez,Berry Group,B3rry Group,Slight Variation,93,93,93,93,0.667
1881,Terri Moore,Terri M00re,Martin-Torres,Martin-Torr3s,Slight Variation,82,82,82,82,0.5
1882,Robert Graham,R0bert Gr@h@m,"Norton, Olsen and Fisher","Norton, Ols3n and Fish3r",Slight Variation,77,77,77,77,0.273
1883,Omar Carlson,Om@r C@rls0n,English PLC,English PLC,Slight Variation,75,75,42,42,0.19
1884,Julia Cruz,Juli@ Cruz,"Gonzales, Diaz and Gomez","Gonzal3s, Diaz and Gom3z",Slight Variation,90,90,95,95,0.75
1885,Amanda Ramirez,Am@nd@ R@mirez,Leon Ltd,L3on Ltd,Slight Variation,79,79,59,59,0.318
1886,Eric Lopez,Eric L0pez,Mitchell PLC,Mitch3ll PLC,Slight Variation,90,90,90,90,0.571
1887,Ryan Smith,Ry@n Smith,Alvarado-Shaw,Alvarado-Shaw,Slight Variation,90,90,80,80,0.571
1888,Jeff Perez,Jeff Perez,Clark-Martinez,Clark-Martin3z,Slight Variation,100,100,100,100,1.0
1889,Alexis Little,Alexis Little,Washington-Crawford,Washington-Crawford,Slight Variation,100,100,100,100,1.0
1890,Jay Walker,J@y W@lker,Campos-Peterson,Campos-P3t3rson,Slight Variation,80,80,60,60,0.294
1891,Leslie Shepherd,Leslie Shepherd,Gibson-Lowe,Gibson-Low3,Slight Variation,100,100,100,100,1.0
1892,Ryan Schmidt,Ry@n Schmidt,Clark-Wilson,Clark-Wilson,Slight Variation,92,92,83,83,0.625
1893,Arthur Barron,Arthur B@rr0n,Mendoza Inc,M3ndoza Inc,Slight Variation,85,85,85,85,0.4
1894,Jacqueline Watson,J@cqueline W@ts0n,Lawson Group,Lawson Group,Slight Variation,82,82,71,71,0.333
1895,Kelly Spence,Kelly Spence,"Rodriguez, Underwood and Taylor","Rodrigu3z, Und3rwood and Taylor",Slight Variation,100,100,100,100,1.0
1896,Matthew Long,M@tthew L0ng,Church-Berg,Church-B3rg,Slight Variation,83,83,83,83,0.368
1897,Mary Thomas,M@ry Th0m@s,"Lewis, Heath and Porter","L3wis, H3ath and Port3r",Slight Variation,73,73,64,64,0.2
1898,Bruce White,Bruce White,Warren-Rodriguez,Warr3n-Rodrigu3z,Slight Variation,100,100,100,100,1.0
1899,Michael Bell,Mich@el Bell,Mcdowell PLC,Mcdow3ll PLC,Slight Variation,92,92,75,75,0.625
1900,Adam Shaw,Ad@m Sh@w,"Brown, Garcia and Benjamin","Brown, Garcia and B3njamin",Slight Variation,78,78,78,78,0.25
1901,Gina Nguyen,Gin@ Nguyen,"Hunter, King and Miller","Hunt3r, King and Mill3r",Slight Variation,91,91,95,95,0.769
1902,Tony Leblanc,T0ny Lebl@nc,Cruz LLC,Cruz LLC,Slight Variation,83,83,83,83,0.368
1903,Tracy Bates,Tr@cy B@tes,"Duncan, Williams and Gray","Duncan, Williams and Gray",Slight Variation,82,82,64,64,0.353
1904,John Miller,J0hn Miller,"Keller, Myers and Williams","K3ll3r, My3rs and Williams",Slight Variation,91,91,91,91,0.6
1905,Morgan Dillon,M0rg@n Dill0n,Zavala Group,Zavala Group,Slight Variation,77,77,77,77,0.217
1906,Felicia Arnold,Felici@ Arn0ld,Thomas-Phillips,Thomas-Phillips,Slight Variation,86,86,89,89,0.526
1907,Susan Chan,Sus@n Ch@n,"Cooper, Brooks and Smith","Coop3r, Brooks and Smith",Slight Variation,80,80,70,78,0.357
1908,Kimberly Martinez,Kimberly M@rtinez,"Ryan, Frank and Powers","Ryan, Frank and Pow3rs",Slight Variation,94,94,94,94,0.714
1909,Bradley Chase,Br@dley Ch@se,Blackwell Ltd,Blackw3ll Ltd,Slight Variation,85,85,69,69,0.4
1910,Selena Odom,Selen@ Od0m,Thomas-Gentry,Thomas-G3ntry,Slight Variation,82,82,86,86,0.438
1911,Lisa Barnes,Lis@ B@rnes,"Hayes, James and White","Hay3s, Jam3s and Whit3",Slight Variation,82,82,48,48,0.438
1912,Stephanie Smith,Steph@nie Smith,"Smith, Edwards and Snyder","Smith, Edwards and Snyd3r",Slight Variation,93,93,73,73,0.667
1913,Kelly Freeman,Kelly Freem@n,"Simmons, Bond and Cook","Simmons, Bond and Cook",Slight Variation,92,92,85,92,0.647
1914,Geoffrey Smith,Ge0ffrey Smith,"Torres, Randolph and Gonzales","Torr3s, Randolph and Gonzal3s",Slight Variation,93,93,93,93,0.667
1915,Joseph Washington,J0seph W@shingt0n,"Robinson, Robinson and Harris","Robinson, Robinson and Harris",Slight Variation,82,82,76,76,0.333
1916,Erika Khan,Erik@ Kh@n,Hamilton Inc,Hamilton Inc,Slight Variation,80,80,84,84,0.4
1917,Victoria Ferrell,Vict0ri@ Ferrell,Morrison and Sons,Morrison and Sons,Slight Variation,88,88,90,90,0.571
1918,Leslie White,Leslie White,"Morris, Bradford and Scott","Morris, Bradford and Scott",Slight Variation,100,100,100,100,1.0
1919,Elizabeth Bolton,Eliz@beth B0lt0n,Walsh and Sons,Walsh and Sons,Slight Variation,81,81,56,56,0.32
1920,Steven Marquez,Steven M@rquez,Brown Inc,Brown Inc,Slight Variation,93,93,93,93,0.667
1921,Amanda Maldonado,Am@nd@ M@ld0n@d0,Taylor Inc,Taylor Inc,Slight Variation,62,62,26,26,0.1
1922,Mary Ruiz,M@ry Ruiz,Morales-Bautista,Moral3s-Bautista,Slight Variation,89,89,67,89,0.583
1923,Megan Ortiz,Meg@n Ortiz,"Fuller, Riggs and Wilkinson","Full3r, Riggs and Wilkinson",Slight Variation,91,91,91,91,0.6
1924,Charles Martin,Ch@rles M@rtin,Rodriguez Inc,Rodrigu3z Inc,Slight Variation,86,86,79,79,0.45
1925,Patrick Chang,P@trick Ch@ng,Ortiz-Allison,Ortiz-Allison,Slight Variation,85,85,85,85,0.4
1926,Ryan Price,Ry@n Price,Dunn Ltd,Dunn Ltd,Slight Variation,90,90,80,80,0.571
1927,Jared Sanchez,J@red S@nchez,Lopez-Campbell,Lop3z-Campb3ll,Slight Variation,85,85,46,46,0.4
1928,Amber Peterson,Amber Peters0n,Rice-Porter,Ric3-Port3r,Slight Variation,93,93,93,93,0.667
1929,Alexander Hubbard,Alex@nder Hubb@rd,Carney Group,Carn3y Group,Slight Variation,88,88,65,65,0.5
1930,Claudia Gardner,Cl@udi@ G@rdner,Hubbard-Harvey,Hubbard-Harv3y,Slight Variation,80,80,62,62,0.348
1931,Christina Reynolds,Christin@ Reyn0lds,"Lawson, Walker and Esparza","Lawson, Walk3r and Esparza",Slight Variation,89,89,91,91,0.609
1932,Melissa Anderson,Meliss@ Anders0n,Conner Ltd,Conn3r Ltd,Slight Variation,88,88,90,90,0.571
1933,Natalie Johnston,N@t@lie J0hnst0n,Ray Ltd,Ray Ltd,Slight Variation,75,75,62,62,0.214
1934,Tamara Nunez,T@m@r@ Nunez,"Ramsey, Small and Brooks","Rams3y, Small and Brooks",Slight Variation,75,75,61,62,0.389
1935,Ronald Haynes,R0n@ld H@ynes,Blair-Garcia,Blair-Garcia,Slight Variation,77,77,38,38,0.273
1936,Hannah Gutierrez,H@nn@h Gutierrez,Smith Inc,Smith Inc,Slight Variation,88,88,81,87,0.524
1937,Dustin Turner,Dustin Turner,Wright PLC,Wright PLC,Slight Variation,100,100,100,100,1.0
1938,Lisa Murray,Lis@ Murr@y,Howard-Valdez,Howard-Vald3z,Slight Variation,82,82,86,86,0.438
1939,Madison Clark,M@dis0n Cl@rk,Chapman-Hughes,Chapman-Hugh3s,Slight Variation,77,77,54,54,0.217
1940,Crystal Wilson,Cryst@l Wils0n,"Little, Brewer and Sims","Littl3, Br3w3r and Sims",Slight Variation,86,86,86,86,0.429
1941,Charles Atkinson,Ch@rles Atkins0n,Smith LLC,Smith LLC,Slight Variation,88,88,88,88,0.478
1942,Paula Gibson,P@ul@ Gibs0n,Anderson-Simmons,And3rson-Simmons,Slight Variation,75,75,78,78,0.25
1943,Jessica Jimenez,Jessic@ Jimenez,George Inc,G3org3 Inc,Slight Variation,93,93,97,97,0.812
1944,Christian Cox,Christi@n C0x,Rice-Johnson,Ric3-Johnson,Slight Variation,85,85,62,62,0.368
1945,Taylor Perez,T@yl0r Perez,"Hall, Robbins and Bright","Hall, Robbins and Bright",Slight Variation,83,83,83,83,0.368
1946,Joshua Mack,J0shu@ M@ck,Reese Ltd,R33s3 Ltd,Slight Variation,73,73,57,57,0.211
1947,Melissa Mcbride,Meliss@ Mcbride,"Jenkins, Cantu and Conway","J3nkins, Cantu and Conway",Slight Variation,93,93,97,97,0.812
1948,John Hayes,J0hn H@yes,Meyers and Sons,M3y3rs and Sons,Slight Variation,80,80,40,40,0.294
1949,Rachel Wood,R@chel W00d,Collins-Campbell,Collins-Campb3ll,Slight Variation,73,73,64,64,0.263
1950,Jacqueline Hernandez,J@cqueline Hern@ndez,Wilson PLC,Wilson PLC,Slight Variation,90,90,40,40,0.556
1951,Roger Kemp,R0ger Kemp,Schwartz Inc,Schwartz Inc,Slight Variation,90,90,90,90,0.571
1952,Annette Sanders,Annette S@nders,York and Sons,York and Sons,Slight Variation,93,93,87,87,0.684
1953,Wesley Miranda,Wesley Mir@nd@,"Cuevas, Flores and Salazar","Cu3vas, Flor3s and Salazar",Slight Variation,86,86,89,89,0.526
1954,Lisa Evans,Lis@ Ev@ns,"Smith, Ruiz and Wagner","Smith, Ruiz and Wagn3r",Slight Variation,80,80,63,63,0.4
1955,Ruben Burke,Ruben Burke,Jones-Peterson,Jon3s-P3t3rson,Slight Variation,100,100,100,100,1.0
1956,James Jimenez,J@mes Jimenez,Kim LLC,Kim LLC,Slight Variation,92,92,69,92,0.625
1957,Isaiah Rodriguez,Is@i@h R0driguez,Kemp-Hicks,K3mp-Hicks,Slight Variation,81,81,69,69,0.375
1958,Eric Gonzalez,Eric G0nz@lez,Johnson-Washington,Johnson-Washington,Slight Variation,85,85,85,85,0.4
1959,Nicholas Montgomery,Nich0l@s M0ntg0mery,"Flores, Perry and Watson","Flor3s, P3rry and Watson",Slight Variation,79,79,79,79,0.29
1960,Ethan Lewis,Eth@n Lewis,"Contreras, Herman and Shaw","Contr3ras, H3rman and Shaw",Slight Variation,91,91,82,91,0.6
1961,Paul Nichols,P@ul Nich0ls,"Rodriguez, Tate and Good","Rodrigu3z, Tat3 and Good",Slight Variation,83,83,83,83,0.368
1962,Jessica Munoz,Jessic@ Mun0z,"Peterson, Ruiz and Bernard","P3t3rson, Ruiz and B3rnard",Slight Variation,85,85,88,88,0.5
1963,Kendra Martinez,Kendr@ M@rtinez,Leach-Gonzalez,L3ach-Gonzal3z,Slight Variation,87,87,90,90,0.55
1964,Brian Gamble,Bri@n G@mble,Carrillo Group,Carrillo Group,Slight Variation,83,83,75,75,0.368
1965,Stephen Long,Stephen L0ng,"Brown, Davis and Garrett","Brown, Davis and Garr3tt",Slight Variation,92,92,92,92,0.625
1966,Nathaniel Adkins,N@th@niel Adkins,"Simmons, Weaver and Hudson","Simmons, W3av3r and Hudson",Slight Variation,88,88,75,75,0.5
1967,Gabriel Riddle,G@briel Riddle,Tucker-Edwards,Tuck3r-Edwards,Slight Variation,93,93,86,86,0.667
1968,Alexander Sullivan,Alex@nder Sulliv@n,Scott Ltd,Scott Ltd,Slight Variation,89,89,83,83,0.542
1969,Randy Washington,R@ndy W@shingt0n,"Christian, Day and Hernandez","Christian, Day and H3rnand3z",Slight Variation,81,81,69,69,0.308
1970,Rachel Sweeney,R@chel Sweeney,"Smith, Butler and Reynolds","Smith, Butl3r and R3ynolds",Slight Variation,93,93,86,86,0.667
1971,Sara Scott,S@r@ Sc0tt,"Edwards, Donaldson and Lamb","Edwards, Donaldson and Lamb",Slight Variation,70,70,63,63,0.188
1972,Michael Morris,Mich@el M0rris,"Carroll, Frazier and Bell","Carroll, Frazi3r and B3ll",Slight Variation,86,86,29,29,0.4
1973,Kaitlin Ryan,K@itlin Ry@n,"Baldwin, Hernandez and Wagner","Baldwin, H3rnand3z and Wagn3r",Slight Variation,83,83,67,67,0.368
1974,Brandon Johnson,Br@nd0n J0hns0n,Lamb-Schroeder,Lamb-Schro3d3r,Slight Variation,73,73,53,53,0.154
1975,Alexander Curry,Alex@nder Curry,Lewis PLC,L3wis PLC,Slight Variation,93,93,67,93,0.684
1976,Dustin Brooks,Dustin Br00ks,"Carpenter, Henry and Robinson","Carp3nt3r, H3nry and Robinson",Slight Variation,85,85,85,85,0.556
1977,Madison Rodriguez,M@dis0n R0driguez,"Owens, Reynolds and White","Ow3ns, R3ynolds and Whit3",Slight Variation,82,82,76,76,0.333
1978,Thomas Miller,Th0m@s Miller,Dawson-Faulkner,Dawson-Faulkn3r,Slight Variation,85,85,77,77,0.474
1979,David Allen,D@vid Allen,Alvarado-Mckenzie,Alvarado-Mck3nzi3,Slight Variation,91,91,91,91,0.6
1980,Debra Hanson,Debr@ H@ns0n,Petersen and Sons,P3t3rs3n and Sons,Slight Variation,75,75,78,78,0.25
1981,Edward Rosales,Edw@rd R0s@les,Johnson-Williams,Johnson-Williams,Slight Variation,79,79,50,50,0.318
1982,Olivia Ramos,Olivi@ R@m0s,Gallagher LLC,Gallagh3r LLC,Slight Variation,75,75,61,61,0.316
1983,Andrew Ponce,Andrew P0nce,Mcintosh PLC,Mcintosh PLC,Slight Variation,92,92,92,92,0.625
1984,Daniel Stephens,D@niel Stephens,Barber Group,Barb3r Group,Slight Variation,93,93,93,93,0.684
1985,Thomas Ortiz,Th0m@s Ortiz,Randall PLC,Randall PLC,Slight Variation,83,83,75,75,0.444
1986,Lisa Anderson,Lis@ Anders0n,Hopkins-Smith,Hopkins-Smith,Slight Variation,85,85,88,88,0.5
1987,Tammy Washington,T@mmy W@shingt0n,Macdonald-Wright,Macdonald-Wright,Slight Variation,81,81,69,69,0.308
1988,Kimberly Graham,Kimberly Gr@h@m,"Williams, Krause and Owen","Williams, Kraus3 and Ow3n",Slight Variation,87,87,80,87,0.524
1989,Heather Mcdonald,He@ther Mcd0n@ld,Leblanc-Arellano,L3blanc-Ar3llano,Slight Variation,81,81,38,38,0.36
1990,Whitney Vance,Whitney V@nce,"Bush, Collins and Young","Bush, Collins and Young",Slight Variation,92,92,85,85,0.647
1991,Jessica Malone,Jessic@ M@l0ne,"Taylor, Hanson and Hernandez","Taylor, Hanson and H3rnand3z",Slight Variation,79,79,59,59,0.381
1992,Kathy Gray,K@thy Gr@y,Wallace-Schneider,Wallac3-Schn3id3r,Slight Variation,80,80,70,70,0.294
1993,Gregory Vasquez,Greg0ry V@squez,"Davis, Henderson and Lindsey","Davis, H3nd3rson and Linds3y",Slight Variation,87,87,80,80,0.455
1994,Joshua Thompson,J0shu@ Th0mps0n,Chase and Sons,Chas3 and Sons,Slight Variation,73,73,76,76,0.192
1995,David Rosales,D@vid R0s@les,Singleton Ltd,Singl3ton Ltd,Slight Variation,77,77,31,31,0.273
1996,Andrea Thompson,Andre@ Th0mps0n,Carter Inc,Cart3r Inc,Slight Variation,80,80,83,83,0.348
1997,Ashlee Perez,Ashlee Perez,"Williams, Bailey and Guzman","Williams, Bail3y and Guzman",Slight Variation,100,100,100,100,1.0
1998,John Robertson,J0hn R0berts0n,Richardson PLC,Richardson PLC,Slight Variation,79,79,79,79,0.25
1999,William Martin,Willi@m M@rtin,"Arellano, Cline and Swanson","Ar3llano, Clin3 and Swanson",Slight Variation,86,86,79,85,0.474
2000,Seth Brown,Seth Br0wn,Khan Inc,Khan Inc,Slight Variation,90,90,90,90,0.571
2001,Edward Frost,Edw@rd Fr0st,"Garcia, Villarreal and Novak","Garcia, Villarr3al and Novak",Slight Variation,83,83,67,67,0.368
2002,Donald Williams,D0n@ld Willi@ms,Jones-Morrison,Jon3s-Morrison,Slight Variation,80,80,67,67,0.333
2003,Margaret Bray,M@rg@ret Br@y,"Green, Miller and Adams","Gr33n, Mill3r and Adams",Slight Variation,77,77,54,54,0.227
2004,Maria Campos,M@ri@ C@mp0s,Jimenez and Sons,Jim3n3z and Sons,Slight Variation,67,67,61,61,0.091
2005,Kristin Warner,Kristin W@rner,Cole LLC,Col3 LLC,Slight Variation,93,93,86,86,0.667
2006,Christine Johnson,Christine J0hns0n,Cooley-Chapman,Cool3y-Chapman,Slight Variation,88,88,88,88,0.5
2007,Allison Santana,Allis0n S@nt@n@,Moore-Flores,Moor3-Flor3s,Slight Variation,73,73,62,62,0.25
2008,Tammy Harrison,T@mmy H@rris0n,"Hall, Hughes and Johnson","Hall, Hugh3s and Johnson",Slight Variation,79,79,57,57,0.25
2009,Kayla Estes,K@yl@ Estes,Austin LLC,Austin LLC,Slight Variation,82,82,86,86,0.438
2010,Craig Espinoza,Cr@ig Espin0z@,Snyder-Blackburn,Snyd3r-Blackburn,Slight Variation,79,79,67,67,0.381
2011,Lisa Fox,Lis@ F0x,Heath-Swanson,H3ath-Swanson,Slight Variation,75,75,80,80,0.308
2012,Lisa Sanchez,Lis@ S@nchez,Kelley and Sons,K3ll3y and Sons,Slight Variation,83,83,78,78,0.471
2013,Amanda Woodward,Am@nd@ W00dw@rd,Smith-Arnold,Smith-Arnold,Slight Variation,67,67,55,55,0.148
2014,Albert Maldonado,Albert M@ld0n@d0,Watkins-Mooney,Watkins-Moon3y,Slight Variation,75,75,62,62,0.308
2015,Jeffrey Moon,Jeffrey M00n,Perry PLC,P3rry PLC,Slight Variation,83,83,83,83,0.529
2016,Susan Parker,Sus@n P@rker,Robinson Ltd,Robinson Ltd,Slight Variation,83,83,75,75,0.368
2017,Patrick Floyd,P@trick Fl0yd,"Lozano, West and English","Lozano, W3st and English",Slight Variation,85,85,85,85,0.4
2018,Linda Choi,Lind@ Ch0i,Martin-Haley,Martin-Hal3y,Slight Variation,80,80,84,84,0.4
2019,Lisa Romero,Lis@ R0mer0,Robinson-Bell,Robinson-B3ll,Slight Variation,73,73,76,76,0.278
2020,Alexis Thompson,Alexis Th0mps0n,"Ramsey, Aguirre and Gonzalez","Rams3y, Aguirr3 and Gonzal3z",Slight Variation,87,87,87,87,0.455
2021,Teresa Anderson,Teres@ Anders0n,Harris-Walker,Harris-Walk3r,Slight Variation,87,87,90,90,0.55
2022,Mitchell Ellis,Mitchell Ellis,Newton-Coleman,N3wton-Col3man,Slight Variation,100,100,100,100,1.0
2023,Anne White,Anne White,Shelton Inc,Sh3lton Inc,Slight Variation,100,100,100,100,1.0
2024,Christopher Nichols,Christ0pher Nich0ls,"Barber, Smith and Mahoney","Barb3r, Smith and Mahon3y",Slight Variation,89,89,89,89,0.538
2025,Samuel Espinoza,S@muel Espin0z@,Johnson Group,Johnson Group,Slight Variation,80,80,76,76,0.409
2026,David Solomon,D@vid S0l0m0n,Jones Inc,Jon3s Inc,Slight Variation,69,69,31,31,0.167
2027,Anna Montgomery,Ann@ M0ntg0mery,Wilson Inc,Wilson Inc,Slight Variation,80,80,83,83,0.348
2028,Sandra Miller,S@ndr@ Miller,"Morris, Torres and Stokes","Morris, Torr3s and Stok3s",Slight Variation,85,85,80,80,0.5
2029,Larry Price,L@rry Price,"Mckinney, Cook and Foley","Mckinn3y, Cook and Fol3y",Slight Variation,91,91,64,91,0.6
2030,Sarah Ward,S@r@h W@rd,"Hines, Whitney and Frye","Hin3s, Whitn3y and Fry3",Slight Variation,70,70,40,40,0.167
2031,Kristen Cohen,Kristen C0hen,Mcbride-Thompson,Mcbrid3-Thompson,Slight Variation,92,92,92,92,0.625
2032,Brandon Larson,Br@nd0n L@rs0n,Taylor-Lowe,Taylor-Low3,Slight Variation,71,71,64,64,0.12
2033,Devin Reynolds,Devin Reyn0lds,"Mccarty, Prince and Fisher","Mccarty, Princ3 and Fish3r",Slight Variation,93,93,93,93,0.667
2034,Diane Zuniga,Di@ne Zunig@,Brown Group,Brown Group,Slight Variation,83,83,87,87,0.471
2035,Sandra Evans,S@ndr@ Ev@ns,"Lambert, Campbell and Smith","Lamb3rt, Campb3ll and Smith",Slight Variation,75,75,52,52,0.263
2036,Brenda Schroeder,Brend@ Schr0eder,Lawrence Group,Lawr3nc3 Group,Slight Variation,88,88,90,90,0.571
2037,Rebecca Vasquez,Rebecc@ V@squez,"Hoover, Smith and Brown","Hoov3r, Smith and Brown",Slight Variation,87,87,83,83,0.55
2038,Kevin Padilla,Kevin P@dill@,Cunningham-Dalton,Cunningham-Dalton,Slight Variation,85,85,56,80,0.5
2039,Lisa Jones,Lis@ J0nes,"Lopez, Mcmillan and Walker","Lop3z, Mcmillan and Walk3r",Slight Variation,80,80,84,84,0.4
2040,Karen Martinez,K@ren M@rtinez,Daniel-Hutchinson,Dani3l-Hutchinson,Slight Variation,86,86,79,79,0.45
2041,Jeremy James,Jeremy J@mes,Martinez and Sons,Martin3z and Sons,Slight Variation,92,92,67,92,0.6
2042,Megan Cisneros,Meg@n Cisner0s,"Nelson, Hunt and Allen","N3lson, Hunt and All3n",Slight Variation,86,86,86,86,0.429
2043,Cindy Reyes,Cindy Reyes,Zuniga PLC,Zuniga PLC,Slight Variation,100,100,100,100,1.0
2044,Brenda Sanchez,Brend@ S@nchez,"Lopez, Navarro and Jenkins","Lop3z, Navarro and J3nkins",Slight Variation,86,86,81,81,0.526
2045,Shelley Kelly,Shelley Kelly,Clayton Ltd,Clayton Ltd,Slight Variation,100,100,100,100,1.0
2046,George Cochran,Ge0rge C0chr@n,Lopez LLC,Lop3z LLC,Slight Variation,79,79,71,71,0.25
2047,Christopher Smith,Christ0pher Smith,Harris-Hunter,Harris-Hunt3r,Slight Variation,94,94,94,94,0.714
2048,Alexandria Hester,Alex@ndri@ Hester,"Tate, Bradford and Bennett","Tat3, Bradford and B3nn3tt",Slight Variation,88,88,67,91,0.591
2049,Alicia Jenkins,Alici@ Jenkins,Smith-Summers,Smith-Summ3rs,Slight Variation,93,93,96,96,0.812
2050,Stephen Escobar,Stephen Esc0b@r,"Strickland, George and Jones","Strickland, G3org3 and Jon3s",Slight Variation,87,87,87,87,0.524
2051,Sally Hall,S@lly H@ll,Flowers and Sons,Flow3rs and Sons,Slight Variation,80,80,70,70,0.357
2052,Kelly Miranda,Kelly Mir@nd@,"Moore, Kennedy and Parks","Moor3, K3nn3dy and Parks",Slight Variation,85,85,88,88,0.5
2053,Oscar Huff,Osc@r Huff,"Butler, Marshall and Gray","Butl3r, Marshall and Gray",Slight Variation,90,90,90,90,0.571
2054,Sabrina Robinson,S@brin@ R0bins0n,"Thomas, Ward and Williams","Thomas, Ward and Williams",Slight Variation,75,75,52,52,0.222
2055,Arthur Cruz,Arthur Cruz,Ayers-Miller,Ay3rs-Mill3r,Slight Variation,100,100,100,100,1.0
2056,Joseph Norman,J0seph N0rm@n,Donovan Ltd,Donovan Ltd,Slight Variation,77,77,69,69,0.227
2057,John Holmes,J0hn H0lmes,Johnson-West,Johnson-W3st,Slight Variation,82,82,82,82,0.333
2058,Paula Shepherd,P@ul@ Shepherd,Sullivan-Adams,Sullivan-Adams,Slight Variation,86,86,74,89,0.526
2059,Chris Jefferson,Chris Jeffers0n,West Group,W3st Group,Slight Variation,93,93,93,93,0.684
2060,Christine Lowe,Christine L0we,French-Reed,Fr3nch-R33d,Slight Variation,93,93,93,93,0.667
2061,Valerie Park,V@lerie P@rk,Leon Group,L3on Group,Slight Variation,83,83,42,42,0.368
2062,Michelle Stewart,Michelle Stew@rt,Thomas Group,Thomas Group,Slight Variation,94,94,81,81,0.7
2063,Jennifer Edwards,Jennifer Edw@rds,Sherman-Clark,Sh3rman-Clark,Slight Variation,94,94,75,94,0.7
2064,Brooke Carpenter,Br00ke C@rpenter,Dawson and Sons,Dawson and Sons,Slight Variation,81,81,81,81,0.417
2065,Jonathan Rodriguez,J0n@th@n R0driguez,Klein-Branch,Kl3in-Branch,Slight Variation,78,78,67,67,0.267
2066,Keith Smith,Keith Smith,Lewis Group,L3wis Group,Slight Variation,100,100,100,100,1.0
2067,Amanda Friedman,Am@nd@ Friedm@n,Robinson-Acosta,Robinson-Acosta,Slight Variation,80,80,69,69,0.381
2068,Matthew Marquez,M@tthew M@rquez,"Russo, Roberts and Barnett","Russo, Rob3rts and Barn3tt",Slight Variation,87,87,80,86,0.474
2069,Linda Cunningham,Lind@ Cunningh@m,Holmes-Lawrence,Holm3s-Lawr3nc3,Slight Variation,88,88,84,84,0.571
2070,Jason Mann,J@s0n M@nn,Mahoney-Campbell,Mahon3y-Campb3ll,Slight Variation,70,70,40,40,0.158
2071,Katherine Kennedy,K@therine Kennedy,"Williamson, Garrett and Rodriguez","Williamson, Garr3tt and Rodrigu3z",Slight Variation,94,94,53,94,0.7
2072,Susan Boyd,Sus@n B0yd,Smith Group,Smith Group,Slight Variation,80,80,70,70,0.294
2073,Tiffany Vasquez,Tiff@ny V@squez,Alvarez Group,Alvar3z Group,Slight Variation,87,87,53,53,0.455
2074,Samantha Lamb,S@m@nth@ L@mb,Rollins-Price,Rollins-Pric3,Slight Variation,69,69,56,56,0.182
2075,Brendan Robertson,Brend@n R0berts0n,"Peterson, Walker and Rodriguez","P3t3rson, Walk3r and Rodrigu3z",Slight Variation,82,82,82,82,0.333
2076,William Curry,Willi@m Curry,Hardy-Hernandez,Hardy-H3rnand3z,Slight Variation,92,92,85,85,0.647
2077,Shawn King,Sh@wn King,Sims LLC,Sims LLC,Slight Variation,90,90,90,90,0.571
2078,Jasmine Miller,J@smine Miller,"Phelps, Greene and Foster","Ph3lps, Gr33n3 and Fost3r",Slight Variation,93,93,57,93,0.667
2079,Paul Mckenzie,P@ul Mckenzie,King PLC,King PLC,Slight Variation,92,92,92,92,0.647
2080,Mary Barker,M@ry B@rker,"Davis, Zhang and Shaffer","Davis, Zhang and Shaff3r",Slight Variation,82,82,73,73,0.353
2081,Stephanie Myers,Steph@nie Myers,Castro Group,Castro Group,Slight Variation,93,93,73,73,0.684
